member,scenario,scenario_label,T_factor,S_factor,T_only_scenario,S_only_scenario,pumping_objective_reeval_cfs,combined_streamflow_change_cfs,T_only_streamflow_change_cfs,S_only_streamflow_change_cfs,additive_expected_streamflow_change_cfs,streamflow_interaction_effect_cfs,combined_depletion_change_cfs,T_only_depletion_change_cfs,S_only_depletion_change_cfs,additive_expected_depletion_change_cfs,depletion_interaction_effect_cfs
gen=43_member=7373_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,30.566917442941545,-0.2917063398808333,-0.1350661479866604,-0.1496752745790113,-0.2847414225656717,-0.006964917315161578,0.2917063398808326,0.1350661479866597,0.1496752745790115,0.2847414225656712,0.006964917315161412
gen=43_member=7354_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,36.365559376347385,-0.4449827533178068,-0.2081324795944787,-0.2304597849515817,-0.4385922645460604,-0.0063904887717464165,0.44498275331780723,0.2081324795944792,0.2304597849515821,0.43859226454606126,0.006390488771745972
gen=48_member=8255_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,18.692080334260165,-0.17399014110361932,-0.0801964703418303,-0.0889133783575468,-0.16910984869937712,-0.0048802924042422036,0.17399014110361977,0.0801964703418307,0.0889133783575472,0.1691098486993779,0.0048802924042418705
gen=38_member=6443_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,31.67115470758055,-0.31270656342531034,-0.1446803421530464,-0.1603380612016893,-0.30501840335473573,-0.007688160070574601,0.3127065634253112,0.1446803421530473,0.1603380612016898,0.30501840335473707,0.007688160070574157
gen=47_member=7988_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,30.769795007202468,-0.2950080315264856,-0.1366141110180008,-0.1513879443865633,-0.28800205540456414,-0.007005976121921442,0.2950080315264856,0.1366141110179999,0.1513879443865626,0.2880020554045625,0.007005976121923108
gen=37_member=6360_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,28.056013799679008,-0.25430931182019556,-0.1177759299597909,-0.1305160655837225,-0.2482919955435134,-0.006017316276682172,0.254309311820196,0.1177759299597909,0.1305160655837225,0.2482919955435134,0.006017316276682616
gen=48_member=8171_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.99403631605541,-0.4060264577186148,-0.1894340852526639,-0.2097659905674858,-0.3992000758201497,-0.006826381898465073,0.40602645771861523,0.1894340852526634,0.2097659905674853,0.3992000758201487,0.006826381898466516
gen=45_member=7732_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,28.232171596528566,-0.2532585316600535,-0.1168807973275285,-0.1295635020802308,-0.2464442994077593,-0.006814232252294217,0.2532585316600531,0.1168807973275283,0.129563502080231,0.2464442994077593,0.006814232252293773
gen=35_member=5956_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.07740547464268,-0.3820171451023846,-0.1776499850240993,-0.1967741519007795,-0.37442413692487875,-0.0075930081775058555,0.38201714510238505,0.1776499850240998,0.1967741519007804,0.3744241369248802,0.007593008177504856
gen=45_member=7623_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,26.86788661943628,-0.23838142784976046,-0.1109095068933019,-0.1228551762882128,-0.2337646831815147,-0.00461674466824577,0.2383814278497609,0.1109095068933025,0.122855176288213,0.2337646831815155,0.004616744668245409
gen=34_member=5765_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,30.92338623359191,-0.2981268249617042,-0.1380721174216095,-0.1530055755198391,-0.2910776929414486,-0.0070491320202555885,0.2981268249617035,0.1380721174216084,0.1530055755198389,0.2910776929414473,0.007049132020256199
gen=38_member=6501_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,32.396349530682755,-0.32722452193821017,-0.1516685346617121,-0.1680561645609541,-0.3197246992226662,-0.007499822715543947,0.32722452193821017,0.1516685346617121,0.1680561645609541,0.3197246992226662,0.007499822715543947
gen=48_member=8203_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,32.453841272609736,-0.3282033905892838,-0.1519946930582962,-0.1684278355326558,-0.320422528590952,-0.007780861998331834,0.32820339058928294,0.1519946930582958,0.1684278355326558,0.3204225285909516,0.007780861998331334
gen=47_member=7974_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.04236881028093,-0.4082201741440814,-0.1904890403182504,-0.2109395400952047,-0.4014285804134551,-0.006791593730626322,0.4082201741440814,0.1904890403182504,0.2109395400952043,0.4014285804134547,0.0067915937306267105
gen=42_member=7123_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.396745119239434,-0.3765636453535972,-0.1752755090869078,-0.1941410583986975,-0.3694165674856053,-0.007147077867991902,0.37656364535359765,0.1752755090869082,0.1941410583986971,0.3694165674856053,0.007147077867992346
gen=30_member=5110_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,36.39534938259375,-0.4449819289929229,-0.2081532719992278,-0.2304766195286385,-0.4386298915278663,-0.006352037465056581,0.4449819289929229,0.2081532719992278,0.2304766195286385,0.4386298915278663,0.006352037465056581
gen=40_member=6879_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.52547804840835,-0.42574702852223467,-0.1990369674592109,-0.2203685558146411,-0.419405523273852,-0.006341505248382673,0.4257470285222338,0.19903696745921,0.2203685558146411,0.4194055232738511,0.006341505248382673
gen=31_member=5217_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,36.4522647735805,-0.448781744197122,-0.2100795896340219,-0.2325723420407079,-0.4426519316747298,-0.006129812522392197,0.4487817441971216,0.2100795896340215,0.2325723420407079,0.4426519316747294,0.006129812522392197
gen=42_member=7215_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.92253563470857,-0.4017415571053329,-0.1872656580579299,-0.2073871638376747,-0.3946528218956046,-0.007088735209728303,0.40174155710533377,0.1872656580579303,0.2073871638376752,0.39465282189560547,0.007088735209728303
gen=37_member=6211_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,20.656455308041814,-0.18977345488490815,-0.0877301990561623,-0.0972388393529382,-0.1849690384091005,-0.004804416475807649,0.1897734548849086,0.0877301990561627,0.0972388393529386,0.18496903840910128,0.004804416475807316
gen=40_member=6803_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,33.822321012801254,-0.3634810917318214,-0.1689615764884076,-0.1871648662528047,-0.3561264427412123,-0.007354648990609114,0.36348109173182275,0.168961576488408,0.1871648662528042,0.3561264427412122,0.007354648990610557
gen=30_member=5155_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.12094915647915,-0.3704008592885959,-0.1723051239960984,-0.1908574376985408,-0.36316256169463923,-0.007238297593956666,0.3704008592885968,0.1723051239960988,0.1908574376985412,0.36316256169464,0.007238297593956777
gen=32_member=5405_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,27.86653650330677,-0.2514537337772307,-0.1165062467536532,-0.1291048483454382,-0.2456110950990914,-0.005842638678139278,0.25145373377723046,0.1165062467536528,0.1291048483454377,0.24561109509909052,0.005842638678139944
gen=37_member=6224_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.24434680969291,-0.415089933292073,-0.1938065753292122,-0.214558466140315,-0.40836504146952723,-0.006724891822545764,0.415089933292073,0.1938065753292126,0.2145584661403154,0.408365041469528,0.006724891822544987
gen=36_member=6188_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,26.54503702240775,-0.23288747728194448,-0.10800544232315,-0.1196416383080913,-0.22764708063124128,-0.005240396650703194,0.23288747728194448,0.1080054423231502,0.1196416383080916,0.22764708063124178,0.0052403966507026944
gen=44_member=7508_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.030748929325185,-0.40718301178567184,-0.1899649965677428,-0.2103583777093591,-0.4003233742771019,-0.006859637508569938,0.4071830117856714,0.1899649965677423,0.2103583777093587,0.40032337427710096,0.0068596375085704375
gen=48_member=8233_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.67641402474263,-0.3897767279076767,-0.1813449650756489,-0.2008765412139741,-0.38222150628962304,-0.007555221618053665,0.3897767279076758,0.1813449650756489,0.2008765412139732,0.3822215062896221,0.00755522161805372
gen=27_member=4602_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,31.534063129350688,-0.3138812627555767,-0.1453853717811863,-0.1611062334315125,-0.3064916052126988,-0.007389657542877903,0.3138812627555758,0.1453853717811846,0.1611062334315125,0.30649160521269714,0.00738965754287868
gen=34_member=5714_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.289422752427136,-0.4022270393083298,-0.1873272959400926,-0.2074687831618451,-0.3947960791019377,-0.007430960206392112,0.40222703930832804,0.1873272959400909,0.2074687831618451,0.39479607910193604,0.007430960206392001
gen=33_member=5592_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,32.90581117439859,-0.33868966393102884,-0.1570707856891857,-0.1740374430028035,-0.3311082286919892,-0.007581435239039647,0.33868966393102884,0.1570707856891853,0.1740374430028035,0.3311082286919888,0.007581435239040035
gen=46_member=7897_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.66001472979494,-0.38709331130373137,-0.1801383438988599,-0.1995264830519909,-0.3796648269508508,-0.007428484352880571,0.3870933113037327,0.1801383438988604,0.1995264830519909,0.3796648269508513,0.007428484352881404
gen=44_member=7516_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,36.10912532430648,-0.43543218910768644,-0.2035394753757273,-0.2253930982386176,-0.4289325736143449,-0.006499615493341548,0.435432189107686,0.2035394753757273,0.2253930982386172,0.4289325736143445,0.006499615493341493
gen=47_member=8023_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,36.0756878960716,-0.43419696288166243,-0.2029342912857412,-0.2247309213599706,-0.4276652126457118,-0.006531750235950651,0.43419696288166243,0.2029342912857421,0.2247309213599706,0.4276652126457127,0.006531750235949707
gen=43_member=7367_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.86655852747779,-0.4337252442094126,-0.2028783283796444,-0.2245835120000627,-0.42746184037970714,-0.006263403829705472,0.43372524420941216,0.202878328379644,0.2245835120000627,0.4274618403797067,0.006263403829705472
gen=41_member=6969_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.01408910075473,-0.38069620632046686,-0.1770094459183395,-0.196079684095709,-0.37308913001404853,-0.0076070763064183256,0.38069620632046597,0.1770094459183382,0.196079684095709,0.3730891300140472,0.00760707630641877
gen=34_member=5825_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,21.6872977704652,-0.1966776955334364,-0.0909501260904752,-0.1008049396925461,-0.19175506578302132,-0.004922629750415075,0.1966776955334355,0.090950126090475,0.1008049396925452,0.1917550657830202,0.004922629750415297
gen=40_member=6799_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.952751930942966,-0.40427991852724077,-0.1885383267831049,-0.2088003643674874,-0.3973386911505923,-0.0069412273766484844,0.4042799185272412,0.1885383267831044,0.2088003643674874,0.3973386911505918,0.006941227376649428
gen=36_member=6120_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.95802982865704,-0.431456904484973,-0.2016247740715293,-0.2232838726129866,-0.4249086466845159,-0.006548257800457091,0.4314569044849743,0.2016247740715315,0.2232838726129875,0.424908646684519,0.006548257800455315
gen=43_member=7295_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.51686845465705,-0.4202011177797331,-0.1962570284436342,-0.2173162059758331,-0.4135732344194673,-0.006627883360265818,0.4202011177797318,0.1962570284436324,0.2173162059758335,0.4135732344194659,0.006627883360265874
gen=37_member=6202_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,29.765572548609317,-0.2789917667008668,-0.1290582288738582,-0.1430299531225651,-0.2720881819964233,-0.006903584704443466,0.27899176670086745,0.1290582288738577,0.1430299531225649,0.2720881819964226,0.006903584704444854
gen=41_member=6991_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,36.393381324833584,-0.44836971268741,-0.2097623646626933,-0.2321716133329374,-0.4419339779956307,-0.006435734691779271,0.44836971268740955,0.2097623646626929,0.2321716133329374,0.4419339779956303,0.006435734691779271
gen=34_member=5786_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.69845644451818,-0.4288271725489192,-0.2004192611249209,-0.2219322755448418,-0.42235153666976266,-0.0064756358791565605,0.4288271725489192,0.20041926112492,0.2219322755448418,0.4223515366697618,0.006475635879157449
gen=46_member=7820_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.860377441964175,-0.43064825200398715,-0.2012887046477987,-0.2228872350321751,-0.4241759396799738,-0.006472312324013352,0.43064825200398715,0.2012887046477987,0.2228872350321751,0.4241759396799738,0.006472312324013352
gen=49_member=8399_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.85181623963164,-0.4302247418576819,-0.2010617026784862,-0.2226488982104468,-0.423710600888933,-0.006514140968748916,0.4302247418576819,0.2010617026784866,0.2226488982104464,0.423710600888933,0.006514140968748916
gen=34_member=5808_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,36.496093279758526,-0.44579153446464304,-0.2085042002988268,-0.2308480949418818,-0.4393522952407086,-0.006439239223934412,0.44579153446464304,0.2085042002988268,0.2308480949418818,0.4393522952407086,0.006439239223934412
gen=43_member=7329_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.981147257172495,-0.40495766019143353,-0.1888511311058645,-0.209162501283048,-0.3980136323889125,-0.006944027802521013,0.40495766019143353,0.1888511311058649,0.2091625012830475,0.3980136323889124,0.006944027802521124
gen=42_member=7088_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.79047148072272,-0.43013583780016695,-0.2010342086900411,-0.2225295733613599,-0.423563782051401,-0.006572055748765959,0.43013583780016695,0.2010342086900407,0.2225295733613608,0.42356378205140155,0.006572055748765404
gen=45_member=7708_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,33.85718549462576,-0.3668231774140889,-0.1704663672523843,-0.1888471672006755,-0.3593135344530598,-0.007509642961029073,0.366823177414088,0.1704663672523843,0.188847167200675,0.35931353445305925,0.00750964296102874
gen=32_member=5495_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,25.92224315458362,-0.2304040555930138,-0.1071683340997111,-0.1187130188275356,-0.2258813529272467,-0.004522702665767098,0.23040405559301336,0.1071683340997107,0.1187130188275356,0.22588135292724631,0.004522702665767042
gen=41_member=6992_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.82539989519937,-0.42921448654557004,-0.2005907581202262,-0.2221242477734826,-0.4227150058937088,-0.006499480651861234,0.4292144865455696,0.2005907581202253,0.2221242477734826,0.4227150058937079,0.006499480651861678
gen=44_member=7474_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.60659604089044,-0.4259856205004162,-0.1990788851496034,-0.2203766000327665,-0.41945548518236986,-0.0065301353180463595,0.4259856205004171,0.199078885149603,0.2203766000327665,0.4194554851823695,0.006530135318047581
gen=38_member=6529_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.611036113818564,-0.38589728795180456,-0.1795567893193572,-0.1988785653838052,-0.37843535470316236,-0.007461933248642194,0.3858972879518041,0.1795567893193568,0.1988785653838047,0.3784353547031615,0.007461933248642638
gen=38_member=6418_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.44301031817496,-0.3785479083994048,-0.1761922089717291,-0.1951590208090436,-0.37135122978077273,-0.007196678618632046,0.3785479083994048,0.1761922089717291,0.1951590208090445,0.3713512297807736,0.007196678618631158
gen=42_member=7193_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,33.44556490244684,-0.35474848084944366,-0.1648208843539382,-0.1825963669395447,-0.3474172512934829,-0.007331229555960772,0.35474848084944277,0.1648208843539378,0.1825963669395451,0.3474172512934829,0.007331229555959884
gen=40_member=6846_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,33.07610629167887,-0.345792166133716,-0.1603964436167402,-0.177710954306284,-0.3381073979230242,-0.007684768210691806,0.34579216613371555,0.1603964436167402,0.177710954306284,0.3381073979230242,0.007684768210691362
gen=42_member=7137_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,31.799870105395676,-0.316161150496006,-0.1462938957343702,-0.1621215315194604,-0.30841542725383064,-0.007745723242175373,0.31616115049600557,0.1462938957343702,0.1621215315194608,0.308415427253831,0.007745723242174596
gen=41_member=6951_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,31.788273688982024,-0.3120935087316905,-0.1445268679740801,-0.1601554897582398,-0.3046823577323199,-0.007411150999370619,0.3120935087316905,0.1445268679740796,0.1601554897582393,0.3046823577323189,0.0074111509993716185
gen=44_member=7514_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.40775328560086,-0.37995732664763526,-0.1768061186738379,-0.1958375147040847,-0.3726436333779226,-0.007313693269712651,0.37995732664763526,0.1768061186738374,0.1958375147040847,0.37264363337792206,0.007313693269713206
gen=26_member=4423_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,32.826298754166096,-0.33731262115511296,-0.1564336307189364,-0.1733304915901952,-0.3297641223091316,-0.007548498845981355,0.33731262115511296,0.1564336307189364,0.1733304915901952,0.3297641223091316,0.007548498845981355
gen=30_member=5151_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,36.2973927021264,-0.4407237281787948,-0.2060956346505804,-0.2281270758176212,-0.4342227104682016,-0.006501017710593193,0.4407237281787948,0.2060956346505804,0.2281270758176212,0.4342227104682016,0.006501017710593193
gen=36_member=6144_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.510550189225945,-0.381572816273839,-0.1775936120886259,-0.1967090061033536,-0.3743026181919795,-0.007270198081859469,0.381572816273839,0.1775936120886259,0.1967090061033536,0.3743026181919795,0.007270198081859469
gen=41_member=6946_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.683385394119824,-0.42705247318785133,-0.1996054703151539,-0.2209614253268776,-0.42056689564203154,-0.006485577545819798,0.42705247318785133,0.1996054703151539,0.2209614253268781,0.420566895642032,0.006485577545819354
gen=43_member=7239_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.72083483075705,-0.4293746641589866,-0.2006567206931846,-0.2221213927414131,-0.4227781134345977,-0.0065965507243889165,0.42937466415898706,0.2006567206931846,0.2221213927414131,0.4227781134345977,0.006596550724389361
gen=20_member=3413_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,32.95461211746549,-0.3406270777487661,-0.1579845694461337,-0.1750441314372546,-0.3330287008833883,-0.007598376865377787,0.3406270777487661,0.1579845694461337,0.1750441314372546,0.3330287008833883,0.007598376865377787
gen=35_member=5913_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,21.261970620979778,-0.19362253349200476,-0.0894797611033473,-0.0991812707737089,-0.18866103187705618,-0.004961501614948571,0.19362253349200453,0.0894797611033471,0.0991812707737085,0.1886610318770556,0.004961501614948932
gen=47_member=7945_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.610460392456865,-0.38495748788108486,-0.1791472258643391,-0.1984253087442269,-0.377572534608566,-0.007384953272518868,0.3849574878810862,0.1791472258643396,0.1984253087442269,0.3775725346085665,0.007384953272519701
gen=31_member=5214_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.44276706150495,-0.4222117500531759,-0.1972416195586248,-0.2183435583465787,-0.4155851779052035,-0.006626572147972409,0.42221175005317546,0.1972416195586253,0.2183435583465782,0.4155851779052035,0.006626572147971965
gen=35_member=5893_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,16.002041893722712,-0.15577761263605083,-0.0718185107420152,-0.0796223598275656,-0.1514408705695808,-0.0043367420664700285,0.1557776126360506,0.0718185107420148,0.0796223598275654,0.1514408705695802,0.004336742066470417
gen=42_member=7082_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,33.697411190937146,-0.36132991593981156,-0.1679342026543251,-0.1860382497377619,-0.35397245239208697,-0.007357463547724596,0.361329915939812,0.167934202654326,0.1860382497377624,0.3539724523920884,0.007357463547723597
gen=44_member=7534_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.34682017838482,-0.3765044027761757,-0.1751826743725111,-0.1940347670344886,-0.3692174414069997,-0.007286961369176004,0.3765044027761757,0.1751826743725111,0.194034767034489,0.3692174414070001,0.007286961369175615
gen=45_member=7645_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.61911037390231,-0.42619708984983795,-0.1990767056365925,-0.220464992675252,-0.4195416983118445,-0.006655391537993438,0.4261970898498384,0.199076705636592,0.2204649926752524,0.4195416983118444,0.006655391537993993
gen=39_member=6590_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,36.73640015568762,-0.45337785055996704,-0.2121171284379075,-0.2348150862169129,-0.4469322146548204,-0.006445635905146629,0.45337785055996793,0.2121171284379075,0.2348150862169129,0.4469322146548204,0.006445635905147518
gen=38_member=6398_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.09741973001883,-0.40968350517653196,-0.1911723287723736,-0.2117283755923358,-0.40290070436470937,-0.006782800811822587,0.40968350517653196,0.1911723287723736,0.2117283755923362,0.4029007043647098,0.006782800811822143
gen=45_member=7594_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,36.31039554746737,-0.44081388312052194,-0.2061305980896159,-0.228180157155398,-0.4343107552450139,-0.006503127875508052,0.4408138831205215,0.2061305980896155,0.2281801571553976,0.4343107552450131,0.0065031278755083854
gen=48_member=8227_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,33.90734269461019,-0.3682675588562514,-0.1711493551359328,-0.1895872970344889,-0.3607366521704217,-0.007530906685829675,0.3682675588562523,0.1711493551359337,0.1895872970344898,0.3607366521704235,0.0075309066858287865
gen=30_member=5150_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,36.47794126781239,-0.445993404744093,-0.2086078530052146,-0.2309491967527419,-0.4395570497579565,-0.006436354986136483,0.44599340474409255,0.2086078530052142,0.2309491967527415,0.43955704975795573,0.006436354986136816
gen=49_member=8327_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,30.10695679161178,-0.2832480913462243,-0.1310083507080746,-0.1451950355023461,-0.27620338621042073,-0.007044705135803575,0.283248091346223,0.1310083507080737,0.1451950355023461,0.27620338621041984,0.007044705135803131
gen=43_member=7261_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,34.48623759426499,-0.3796790304841178,-0.1767202785309383,-0.1957424137489631,-0.37246269227990136,-0.00721633820421641,0.3796790304841182,0.1767202785309378,0.1957424137489636,0.37246269227990136,0.0072163382042168545
gen=36_member=6133_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.87203034437702,-0.43133016608262764,-0.2016297735999179,-0.2232609562560039,-0.4248907298559218,-0.006439436226705841,0.4313301660826272,0.2016297735999175,0.2232609562560044,0.4248907298559219,0.006439436226705286
gen=41_member=6892_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,29.76585730134148,-0.27931618037904826,-0.1292662025652253,-0.143255362072086,-0.2725215646373113,-0.0067946157417369535,0.27931618037904804,0.1292662025652253,0.1432553620720857,0.27252156463731103,0.006794615741737009
gen=47_member=8012_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.984022812402536,-0.4335454860907033,-0.2027439550088967,-0.2244555644012003,-0.427199519410097,-0.00634596668060633,0.43354548609070287,0.2027439550088958,0.2244555644011994,0.4271995194100952,0.006345966680607662
gen=47_member=7966_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,33.72345101193558,-0.36135603565639585,-0.1679456547746838,-0.1860451382630303,-0.3539907930377141,-0.0073652426186817666,0.36135603565639585,0.1679456547746847,0.1860451382630308,0.3539907930377155,0.007365242618680323
gen=49_member=8363_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.477807888172215,-0.41977454604919995,-0.1960519604428618,-0.217063459070081,-0.41311541951294284,-0.0066591265362571095,0.41977454604919906,0.1960519604428614,0.2170634590700806,0.413115419512942,0.006659126536257054
gen=44_member=7456_pso,Thigh_Slow,"T +10%, S -10%",1.1,0.9,T_plus_10pct,storage_minus_10pct,35.454985598383615,-0.4226485037698975,-0.1974059881775884,-0.2185901922674684,-0.4159961804450568,-0.00665232332484067,0.42264850376989704,0.1974059881775889,0.2185901922674693,0.4159961804450582,0.006652323324838838
