member,generation,scenario,T_factor,T_value,S_factor,S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,z_score,parameter_factor,parameter_value,base_parameter_value,probability_weight,parameter_name,parameter_label,parameter_symbol
gen=45_member=7737_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.1261288,36.12613241634489,114.7386616163449,3.75756,3.675498613176224,4.924501386823776,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=35_member=6019_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.062408,36.06245626130536,114.67498546130535,3.73038,3.64873354422682,4.95126645577318,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=46_member=7796_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.467532,35.46763029885118,114.08015949885116,3.43824,3.3586238822159578,5.241376117784042,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=47_member=7977_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.5069676,35.50698668092144,114.11951588092144,3.45533,3.375755968740007,5.2242440312599925,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=49_member=8311_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.0073764,36.00733726709178,114.61986646709175,3.70558,3.624024921324288,4.975975078675711,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=29_member=4851_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.2643384,35.264277472776136,113.87680667277613,3.33985,3.261648669635896,5.338351330364104,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=34_member=5819_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.5609588,34.56103873283972,113.17356793283972,3.0224,2.9509149956982146,5.649085004301785,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=38_member=6490_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.0697604,36.06985802316135,114.68238722316136,3.73254,3.650855179278427,4.949144820721573,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=42_member=7145_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.3061512,36.30614392385608,114.9186731238561,3.85887,3.7754150019279833,4.824584998072016,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=28_member=4655_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.7361532,33.73614280489097,112.34867200489096,2.71633,2.648921413380102,5.951078586619898,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=24_member=4008_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.7668996,33.76696087691461,112.3794900769146,2.71969,2.6520244897703957,5.947975510229604,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=34_member=5732_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.7822728,33.7821917262945,112.39472092629453,2.72045,2.652992492174921,5.947007507825079,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=40_member=6768_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.6530508,36.65302211816361,115.26555131816362,4.06357,3.9776336762590736,4.622366323740926,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=44_member=7554_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.7114224,33.71131958774986,112.32384878774988,2.69854,2.631435371139363,5.968564628860637,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=18_member=3072_pso,50,storage_zplus_0p40,,,1.04,0.1248,37.1547964,37.15490686727385,115.76743606727383,4.37912,4.289403628185267,4.310596371814732,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8445_pso,50,storage_zplus_0p40,,,1.04,0.1248,20.94736636,20.947372107145803,99.5599013071458,1.01547,0.9806196142411951,7.619380385758804,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8506_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.1778184,36.17771080932583,114.79024000932584,3.79088,3.708457684352179,4.89154231564782,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8596_pso,50,storage_zplus_0p40,,,1.04,0.1248,31.6560924,31.656131000200023,110.26866020020005,2.13446,2.0766991527982177,6.5233008472017815,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8464_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.1692028,35.16929619734085,113.78182539734084,3.28738,3.210269936082653,5.389730063917346,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8489_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.927984,33.928075253726064,112.54060445372608,2.76217,2.6936326393888748,5.906367360611124,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8579_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.2674576,35.267503555717184,113.8800327557172,3.34196,3.263720707919952,5.336279292080048,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8474_pso,50,storage_zplus_0p40,,,1.04,0.1248,28.369124,28.369120398124423,106.98164959812442,1.54501,1.4976153788391564,7.102384621160844,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8555_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.7982408,34.798261721440575,113.41079092144058,3.12278,3.0484241931210154,5.551575806878985,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8483_pso,50,storage_zplus_0p40,,,1.04,0.1248,32.124418,32.12450543561306,110.73703463561304,2.25475,2.195651378079116,6.404348621920883,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8443_pso,50,storage_zplus_0p40,,,1.04,0.1248,29.0288348,29.0287517204358,107.6412809204358,1.62866,1.5803239737157788,7.019676026284221,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8469_pso,50,storage_zplus_0p40,,,1.04,0.1248,27.3426844,27.342638190802248,105.95516739080225,1.39731,1.3530581765012002,7.246941823498799,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8584_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.776259200000005,36.77633515260383,115.38886435260385,4.09976,4.013804122660093,4.5861958773399065,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8572_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.3808628,35.38077037906462,113.9932995790646,3.38958,3.31070264360548,5.28929735639452,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8550_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.4354488,35.43550778076299,114.048036980763,3.41089,3.331684976094893,5.268315023905107,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8507_pso,50,storage_zplus_0p40,,,1.04,0.1248,29.1130532,29.113125122660595,107.7256543226606,1.64928,1.6004748768881418,6.999525123111858,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8467_pso,50,storage_zplus_0p40,,,1.04,0.1248,28.4317308,28.43175005450413,107.04427925450412,1.56923,1.5220868226737974,7.077913177326202,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=50_member=8487_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.5025116,35.50262187067714,114.11515107067714,3.45215,3.37283085783628,5.22716914216372,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
152,50,storage_zplus_0p80,,,1.08,0.1296,39.0853584,39.0854414587126,117.6979706587126,4.78258,4.596273354765336,4.003726645234663,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=36_member=6021_pso,50,storage_zplus_0p80,,,1.08,0.1296,15.73043752,15.730428646974955,94.34295784697495,0.811083,0.7563596827808742,7.843640317219125,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
16,50,storage_zplus_0p80,,,1.08,0.1296,38.467534,38.46752870631738,117.08005790631736,4.48927,4.309674742136644,4.290325257863356,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
130,50,storage_zplus_0p80,,,1.08,0.1296,38.6001,38.60014577795708,117.21267497795708,4.69071,4.507336329103942,4.092663670896058,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
95,50,storage_zplus_0p80,,,1.08,0.1296,38.900657200000005,38.90068138512153,117.51321058512151,4.70127,4.515687042973808,4.084312957026191,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
156,50,storage_zplus_0p80,,,1.08,0.1296,37.6137644,37.61379239712806,116.22632159712806,4.4265,4.250479204676073,4.349520795323927,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=47_member=7948_pso,50,storage_zplus_0p80,,,1.08,0.1296,28.5299856,28.52993245450245,107.14246165450244,1.5703,1.4783960634379336,7.121603936562066,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=48_member=8161_pso,50,storage_zplus_0p80,,,1.08,0.1296,24.5082228,24.508282368015493,103.1208115680155,1.17026,1.0901297208892098,7.50987027911079,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=33_member=5661_pso,50,storage_zplus_0p80,,,1.08,0.1296,36.8916696,36.89173247767671,115.50426167767672,4.21575,4.044529276921968,4.555470723078032,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=47_member=7921_pso,50,storage_zplus_0p80,,,1.08,0.1296,37.0291372,37.029124549782175,115.6416537497822,4.27101,4.099005006479094,4.500994993520906,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=40_member=6722_pso,50,storage_zplus_0p80,,,1.08,0.1296,29.2066292,29.206608318766545,107.81913751876654,1.65561,1.5606508066372666,7.0393491933627335,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=48_member=8113_pso,50,storage_zplus_0p80,,,1.08,0.1296,37.0135412,37.01352492542517,115.62605412542518,4.2324,4.061118682977099,4.5388813170229,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=48_member=8218_pso,50,storage_zplus_0p80,,,1.08,0.1296,36.6236412,36.62363801974855,115.23616721974857,4.03399,3.8686079605774655,4.731392039422534,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=42_member=7058_pso,50,storage_zplus_0p80,,,1.08,0.1296,17.825114,17.82511697626178,96.4376461762618,0.864582,0.8032346658310514,7.796765334168948,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=48_member=8245_pso,50,storage_zplus_0p80,,,1.08,0.1296,36.87897,36.87888641911074,115.49141561911075,4.17121,4.000667386969021,4.599332613030978,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=41_member=6922_pso,50,storage_zplus_0p80,,,1.08,0.1296,32.1159516,32.11592080418332,110.72845000418332,2.24821,2.13374435060705,6.4662556493929495,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=41_member=6885_pso,50,storage_zplus_0p80,,,1.08,0.1296,16.94815092,16.94814371857778,95.56067291857778,0.828565,0.7711804338695627,7.828819566130437,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=37_member=6262_pso,50,storage_zplus_0p80,,,1.08,0.1296,25.3729096,25.372800727077287,103.98532992707726,1.2425,1.1607544782547496,7.43924552174525,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=39_member=6554_pso,50,storage_zplus_0p80,,,1.08,0.1296,22.91498,22.91493475179726,101.52746395179726,1.07599,1.0005063367966984,7.599493663203301,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=44_member=7409_pso,50,storage_zplus_0p80,,,1.08,0.1296,29.0261612,29.02617500954204,107.638704209542,1.61819,1.525083829910311,7.074916170089688,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=33_member=5597_pso,50,storage_zplus_0p80,,,1.08,0.1296,20.425457360000003,20.42544700516081,99.03797620516082,0.993719,0.9261298060063974,7.673870193993602,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=35_member=5926_pso,50,storage_zplus_0p80,,,1.08,0.1296,28.7585784,28.75848621927199,107.371015419272,1.60584,1.5130459660337616,7.086954033966238,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=42_member=7147_pso,50,storage_zplus_0p80,,,1.08,0.1296,36.785394,36.78548226240043,115.39801146240043,4.12536,3.955851252897383,4.644148747102617,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=47_member=7992_pso,50,storage_zplus_0p80,,,1.08,0.1296,37.3031812,37.30318347661641,115.91571267661642,4.41535,4.239643640831605,4.360356359168395,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=44_member=7479_pso,50,storage_zplus_0p80,,,1.08,0.1296,29.72709,29.726992928553692,108.3395221285537,1.7727,1.6732211622554083,6.926778837744592,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=46_member=7840_pso,50,storage_zplus_0p80,,,1.08,0.1296,27.8384144,27.838357196260656,106.45088639626066,1.46259,1.3745351030247837,7.225464896975216,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=36_member=6076_pso,50,storage_zplus_0p80,,,1.08,0.1296,37.071692,37.07165394641189,115.6841831464119,4.31441,4.140700468688449,4.459299531311551,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=39_member=6576_pso,50,storage_zplus_0p80,,,1.08,0.1296,24.5768452,24.57679423226629,103.18932343226628,1.21064,1.1312883337064543,7.4687116662935455,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=46_member=7833_pso,50,storage_zplus_0p80,,,1.08,0.1296,30.2738412,30.273822445456965,108.88635164545695,1.83739,1.7356830489779114,6.864316951022088,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=36_member=6039_pso,50,storage_zplus_0p80,,,1.08,0.1296,34.2367848,34.236759922666806,112.84928912266682,2.88658,2.74994994322846,5.85005005677154,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=45_member=7630_pso,50,storage_zplus_0p80,,,1.08,0.1296,20.27341864,20.273425248681576,98.88595444868156,0.964314,0.8962035868217307,7.703796413178269,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=41_member=7002_pso,50,storage_zplus_0p80,,,1.08,0.1296,31.456018,31.456010064777686,110.0685392647777,2.09323,1.9831552508086003,6.616844749191399,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=44_member=7416_pso,50,storage_zplus_0p80,,,1.08,0.1296,22.539562,22.53949283051267,101.15202203051268,1.03735,0.9637692831520656,7.636230716847934,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=48_member=8130_pso,50,storage_zplus_0p80,,,1.08,0.1296,30.2965668,30.29664546331896,108.90917466331896,1.8663,1.763994531646915,6.836005468353084,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=42_member=7150_pso,50,storage_zplus_0p80,,,1.08,0.1296,23.0183592,23.018345966531463,101.63087516653144,1.08725,1.014687576429106,7.585312423570894,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=46_member=7861_pso,50,storage_zplus_0p80,,,1.08,0.1296,36.5779672,36.57795625745423,115.19048545745424,4.0076,3.840791742346789,4.75920825765321,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=47_member=8013_pso,50,storage_zplus_0p80,,,1.08,0.1296,24.1898416,24.18988587830649,102.80241507830648,1.14776,1.0700683821271373,7.529931617872863,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=34_member=5833_pso,50,storage_zplus_0p80,,,1.08,0.1296,37.0554276,37.05546674905064,115.66799594905063,4.29346,4.120576589280377,4.479423410719623,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=29_member=4835_pso,50,storage_zplus_0p80,,,1.08,0.1296,31.1628132,31.16289112554577,109.77542032554577,2.02499,1.9165153011678135,6.683484698832186,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=43_member=7309_pso,50,storage_zplus_0p80,,,1.08,0.1296,28.36244,28.362383210764136,106.97491241076412,1.53641,1.446160834320923,7.153839165679077,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=42_member=7162_pso,50,storage_zplus_0p80,,,1.08,0.1296,34.2657488,34.265693983561704,112.87822318356172,2.92099,2.7839123988197896,5.81608760118021,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=43_member=7394_pso,50,storage_zplus_0p80,,,1.08,0.1296,29.6994628,29.69937939750987,108.31190859750988,1.74092,1.6427916896070676,6.957208310392932,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=47_member=7994_pso,50,storage_zplus_0p80,,,1.08,0.1296,27.7078536,27.707961235794844,106.32049043579484,1.42551,1.3382959839022024,7.261704016097797,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=48_member=8212_pso,50,storage_zplus_0p80,,,1.08,0.1296,25.5088176,25.50891213870453,104.12144133870451,1.2664,1.184387110349187,7.415612889650813,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=34_member=5718_pso,50,storage_zplus_0p80,,,1.08,0.1296,19.21797048,19.217975104740983,97.83050430474096,0.92753,0.8663911729961973,7.733608827003803,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=40_member=6749_pso,50,storage_zplus_0p80,,,1.08,0.1296,32.0337384,32.03382245921868,110.64635165921868,2.22633,2.1118301428215784,6.488169857178422,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=45_member=7712_pso,50,storage_zplus_0p80,,,1.08,0.1296,31.9644476,31.96441941761888,110.57694861761888,2.20694,2.0931214419325923,6.506878558067408,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=49_member=8286_pso,50,storage_zplus_0p80,,,1.08,0.1296,31.8857992,31.88574680923485,110.49827600923484,2.18552,2.0721806066027844,6.527819393397215,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=47_member=7987_pso,50,storage_zplus_0p80,,,1.08,0.1296,32.3378604,32.3379503115816,110.95047951158162,2.30822,2.191481383665585,6.408518616334415,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=42_member=7104_pso,50,storage_zplus_0p80,,,1.08,0.1296,37.1305112,37.1305477391165,115.7430769391165,4.35228,4.177822971820393,4.422177028179607,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=44_member=7536_pso,50,storage_zplus_0p80,,,1.08,0.1296,23.4668556,23.46684587614881,102.0793750761488,1.11985,1.0450443544477683,7.554955645552232,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=38_member=6480_pso,50,storage_zplus_0p80,,,1.08,0.1296,31.4072248,31.40713306593588,110.01966226593586,2.07448,1.963579279282708,6.636420720717291,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=43_member=7269_pso,50,storage_zplus_0p80,,,1.08,0.1296,36.833296,36.83339971387087,115.44592891387086,4.14372,3.973809237430853,4.626190762569147,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
gen=35_member=5948_pso,50,storage_zplus_0p80,,,1.08,0.1296,37.07392,37.07384621264411,115.68637541264413,4.33924,4.165043302991086,4.434956697008913,0.8000000000000003,1.08,0.1296,0.12,0.1190646299660992,storage,Storage,S
